Loan_ID,Application_Date,Age,Gender,Region,Annual_Income,Employment_Years,Home_Ownership,Education,Loan_Purpose,Credit_Score,Previous_Defaults,Loan_Amount_Requested,Application_Status,Funded_Amount,Interest_Rate,Loan_Term_Months,Loan_Status,Loan_Quality,Total_Received,Total_Interest_Received
LN104656,13-04-2023,49,Male,South,30100,17,MORTGAGE,Bachelor's,Medical,361,0,10500,Rejected,0,,24,Not Funded,N/A,0,0
LN104657,02-01-2024,26,Male,Central,63900,0,MORTGAGE,Bachelor's,Business,545,1,12600,Rejected,0,,60,Not Funded,N/A,0,0
LN104658,26-04-2023,46,Male,South,41100,19,OWN,Bachelor's,Medical,786,0,26000,Approved,23640,5.14,12,Fully Paid,Good Loan,23640,607.55
LN104659,27-12-2024,31,Female,North,83500,24,OWN,PhD,Personal,672,0,28200,Approved,26370,10.9,48,Fully Paid,Good Loan,26370,1437.16
LN104660,24-03-2024,44,Female,South,76900,15,OWN,PhD,Car,814,1,14200,Approved,12840,5.49,48,Current,Good Loan,9109.51,250.06
LN104661,20-09-2024,49,Male,South,45500,19,RENT,PhD,Debt Consolidation,350,1,31700,Rejected,0,,60,Not Funded,N/A,0,0
LN104662,19-11-2022,23,Female,Central,84100,32,RENT,Bachelor's,Personal,398,0,17300,Rejected,0,,48,Not Funded,N/A,0,0
LN104663,10-07-2024,30,Male,West,57900,6,RENT,High School,Debt Consolidation,622,0,21400,Approved,18650,11.04,12,Fully Paid,Good Loan,18650,1029.48
LN104664,22-06-2024,21,Male,Central,24400,22,MORTGAGE,Bachelor's,Education,740,0,6700,Approved,6420,7.55,24,Fully Paid,Good Loan,6420,242.36
LN104665,29-08-2023,63,Male,West,34700,10,RENT,High School,Car,703,1,10100,Approved,8840,8.7,36,Charged Off,Bad Loan,3497.92,152.16
LN104666,05-03-2023,46,Female,East,39100,32,RENT,Bachelor's,Education,716,0,29400,Approved,27120,10.25,60,Fully Paid,Good Loan,27120,1389.9
LN104667,28-05-2022,32,Male,West,54400,4,RENT,Bachelor's,Car,454,0,39100,Rejected,0,,60,Not Funded,N/A,0,0
LN104668,29-04-2024,34,Female,East,44700,7,MORTGAGE,Bachelor's,Personal,841,2,28500,Rejected,0,,48,Not Funded,N/A,0,0
LN104669,02-01-2023,45,Male,West,42700,16,MORTGAGE,High School,Personal,445,0,3100,Rejected,0,,36,Not Funded,N/A,0,0
LN104670,29-04-2024,28,Male,South,70400,17,RENT,Master's,Home Improvement,534,0,6600,Approved,6530,13.12,48,Current,Good Loan,2003.63,131.44
LN104671,25-12-2024,63,Male,South,77200,26,MORTGAGE,PhD,Personal,773,1,18400,Approved,16210,7.09,48,Fully Paid,Good Loan,16210,574.64
LN104672,23-03-2024,24,Male,East,41000,30,RENT,Bachelor's,Debt Consolidation,698,0,29600,Approved,28890,9.48,24,Fully Paid,Good Loan,28890,1369.39
LN104673,24-06-2022,48,Male,North,37000,3,RENT,Master's,Business,759,0,7500,Approved,6480,7.48,24,Charged Off,Bad Loan,992.06,37.1
LN104674,11-08-2023,27,Female,East,95700,1,OWN,Bachelor's,Medical,732,1,30300,Approved,30250,7.59,48,Fully Paid,Good Loan,30250,1147.99
LN104675,10-05-2023,30,Male,Central,184700,4,MORTGAGE,High School,Personal,556,0,22700,Approved,22040,15.51,12,Fully Paid,Good Loan,22040,1709.2
LN104676,30-08-2024,56,Female,East,35500,16,RENT,PhD,Debt Consolidation,738,0,31200,Approved,26810,8.91,60,Current,Good Loan,5595.4,249.28
LN104677,04-02-2022,22,Male,East,80900,31,OWN,High School,Personal,836,0,22700,Approved,20020,4.59,12,Current,Good Loan,7657.94,175.75
LN104678,25-09-2024,46,Male,North,50900,28,RENT,High School,Personal,474,0,24500,Rejected,0,,60,Not Funded,N/A,0,0
LN104679,22-06-2023,34,Male,West,73400,15,MORTGAGE,High School,Personal,790,0,10700,Approved,9940,8.06,36,Fully Paid,Good Loan,9940,400.58
LN104680,20-01-2024,36,Female,South,35300,0,MORTGAGE,Bachelor's,Debt Consolidation,582,0,29100,Approved,27480,11.78,36,Charged Off,Bad Loan,7833.72,461.41
LN104681,03-11-2024,63,Male,Central,30800,11,RENT,Bachelor's,Car,518,0,33900,Approved,31170,13.92,12,Current,Good Loan,18740.96,1304.37
LN104682,09-01-2023,62,Male,Central,32700,18,MORTGAGE,High School,Education,455,0,35000,Rejected,0,,48,Not Funded,N/A,0,0
LN104683,11-07-2023,37,Female,Central,42000,8,RENT,PhD,Debt Consolidation,356,0,2100,Rejected,0,,48,Not Funded,N/A,0,0
LN104684,21-08-2022,42,Male,North,48700,6,MORTGAGE,Master's,Personal,810,0,25400,Approved,22260,6.73,36,Current,Good Loan,6776.88,228.04
LN104685,06-12-2023,24,Female,South,82900,29,RENT,High School,Debt Consolidation,637,0,39600,Approved,33860,10.15,48,Charged Off,Bad Loan,7022.46,356.39
LN104686,17-07-2023,39,Male,Central,37200,14,MORTGAGE,Bachelor's,Home Improvement,571,0,23900,Rejected,0,,24,Not Funded,N/A,0,0
LN104687,27-07-2024,22,Female,West,40700,3,MORTGAGE,Master's,Debt Consolidation,483,1,7700,Rejected,0,,36,Not Funded,N/A,0,0
LN104688,05-06-2024,59,Male,Central,138200,5,MORTGAGE,Bachelor's,Home Improvement,590,0,35200,Approved,33400,12.2,60,Fully Paid,Good Loan,33400,2037.4
LN104689,27-12-2023,29,Female,East,55500,34,MORTGAGE,High School,Business,601,0,11300,Approved,10970,13.37,60,Fully Paid,Good Loan,10970,733.34
LN104690,17-03-2022,39,Male,East,61600,1,RENT,High School,Personal,546,0,2800,Approved,2480,13.28,48,Current,Good Loan,1660.94,110.29
LN104691,15-03-2023,36,Male,North,75800,4,RENT,Master's,Personal,315,0,17800,Rejected,0,,60,Not Funded,N/A,0,0
LN104692,30-11-2023,45,Male,West,42800,7,RENT,Bachelor's,Home Improvement,634,0,4900,Approved,4340,11.55,60,Current,Good Loan,2344.22,135.38
LN104693,03-07-2024,38,Male,West,53700,29,OWN,Bachelor's,Home Improvement,510,0,5500,Rejected,0,,12,Not Funded,N/A,0,0
LN104694,09-06-2024,43,Female,North,46900,18,MORTGAGE,Bachelor's,Debt Consolidation,672,0,19100,Approved,18090,9,12,Current,Good Loan,6925.43,311.64
LN104695,23-11-2023,41,Male,North,52200,29,OWN,Bachelor's,Business,705,0,24900,Approved,23700,9.94,60,Charged Off,Bad Loan,4463.86,221.85
LN104696,10-09-2022,31,Male,East,79200,30,RENT,High School,Personal,829,1,36300,Approved,33750,4.72,36,Fully Paid,Good Loan,33750,796.5
LN104697,26-11-2024,59,Male,West,73400,15,MORTGAGE,High School,Debt Consolidation,321,1,28500,Rejected,0,,60,Not Funded,N/A,0,0
LN104698,14-02-2023,61,Male,North,19400,21,MORTGAGE,High School,Debt Consolidation,418,0,33900,Rejected,0,,24,Not Funded,N/A,0,0
LN104699,07-05-2022,24,Male,South,84900,32,MORTGAGE,High School,Car,827,0,17100,Approved,16220,4.74,36,Fully Paid,Good Loan,16220,384.41
LN104700,15-08-2023,45,Male,North,46400,21,MORTGAGE,High School,Education,483,0,13400,Rejected,0,,24,Not Funded,N/A,0,0
LN104701,21-10-2022,52,Female,North,64700,7,RENT,Bachelor's,Home Improvement,814,0,24100,Approved,21250,6.61,24,Charged Off,Bad Loan,6332.26,209.28
LN104702,16-10-2024,50,Female,Central,45100,11,MORTGAGE,High School,Car,791,0,28100,Approved,26290,7,48,Fully Paid,Good Loan,26290,920.15
LN104703,06-11-2022,46,Male,West,52900,4,MORTGAGE,Bachelor's,Debt Consolidation,805,0,23200,Approved,21560,10.15,12,Fully Paid,Good Loan,21560,1094.17
LN104704,24-10-2023,56,Female,West,97900,24,RENT,High School,Car,736,0,11300,Approved,10690,10.04,48,Charged Off,Bad Loan,1774.55,89.08
LN104705,12-06-2023,54,Male,West,63000,28,OWN,Bachelor's,Business,404,0,15400,Rejected,0,,24,Not Funded,N/A,0,0
LN104706,24-06-2023,29,Male,South,95700,12,MORTGAGE,Master's,Medical,402,2,18500,Rejected,0,,48,Not Funded,N/A,0,0
LN104707,23-02-2023,32,Male,West,52900,25,MORTGAGE,High School,Business,507,1,1600,Rejected,0,,48,Not Funded,N/A,0,0
LN104708,20-03-2023,22,Male,Central,50500,21,MORTGAGE,Bachelor's,Debt Consolidation,346,0,35300,Rejected,0,,36,Not Funded,N/A,0,0
LN104709,16-11-2023,58,Male,West,54500,28,MORTGAGE,Bachelor's,Education,603,0,20900,Approved,19810,11.82,48,Fully Paid,Good Loan,19810,1170.77
LN104710,19-04-2024,25,Female,South,30600,11,RENT,Bachelor's,Debt Consolidation,466,0,30300,Rejected,0,,36,Not Funded,N/A,0,0
LN104711,24-08-2022,25,Female,West,16100,27,MORTGAGE,High School,Debt Consolidation,793,0,7700,Approved,6640,6.19,48,Current,Good Loan,4785.02,148.1
LN104712,02-08-2022,42,Male,Central,38100,8,RENT,Master's,Business,386,0,22700,Rejected,0,,48,Not Funded,N/A,0,0
LN104713,26-03-2022,25,Male,North,86000,9,OWN,High School,Home Improvement,525,0,37100,Approved,36180,12.86,24,Fully Paid,Good Loan,36180,2326.37
LN104714,04-03-2024,24,Female,South,102700,25,RENT,Bachelor's,Medical,419,0,9400,Rejected,0,,24,Not Funded,N/A,0,0
LN104715,26-03-2022,29,Male,Central,22000,10,RENT,High School,Business,547,0,14500,Rejected,0,,60,Not Funded,N/A,0,0
LN104716,06-03-2022,49,Female,Central,96700,5,OWN,Bachelor's,Home Improvement,804,2,16100,Rejected,0,,60,Not Funded,N/A,0,0
LN104717,25-10-2023,42,Male,East,41500,3,RENT,Bachelor's,Home Improvement,652,0,15900,Approved,13650,10.68,36,Fully Paid,Good Loan,13650,728.91
LN104718,19-09-2023,47,Male,South,28500,26,RENT,Master's,Personal,443,0,24400,Approved,22930,15.24,24,Current,Good Loan,8155.17,621.42
LN104719,05-03-2022,30,Male,South,87300,23,MORTGAGE,Master's,Debt Consolidation,649,0,16400,Approved,15910,11.24,60,Fully Paid,Good Loan,15910,894.14
LN104720,27-07-2024,36,Female,East,43200,4,RENT,Bachelor's,Education,814,0,27300,Approved,27270,6.74,48,Fully Paid,Good Loan,27270,919
LN104721,07-07-2024,62,Female,Central,175800,2,RENT,Master's,Home Improvement,616,1,19900,Approved,19710,14.44,24,Charged Off,Bad Loan,6366.25,459.64
LN104722,06-05-2023,62,Male,North,40000,6,RENT,Bachelor's,Home Improvement,325,0,7100,Rejected,0,,48,Not Funded,N/A,0,0
LN104723,09-11-2022,30,Female,South,47800,23,OWN,Bachelor's,Education,829,0,38000,Approved,33770,6.15,48,Fully Paid,Good Loan,33770,1038.43
LN104724,07-09-2023,26,Male,Central,34900,21,RENT,Master's,Car,621,0,10300,Approved,9390,11.5,36,Fully Paid,Good Loan,9390,539.93
LN104725,07-07-2024,25,Male,South,58000,11,MORTGAGE,Bachelor's,Medical,595,1,22900,Rejected,0,,24,Not Funded,N/A,0,0
LN104726,23-03-2024,26,Female,West,77600,34,RENT,Bachelor's,Education,430,0,3400,Rejected,0,,48,Not Funded,N/A,0,0
LN104727,28-07-2024,45,Female,South,24900,16,RENT,High School,Business,316,0,36800,Rejected,0,,36,Not Funded,N/A,0,0
LN104728,11-11-2023,24,Male,West,72800,2,RENT,Bachelor's,Business,484,1,37200,Rejected,0,,12,Not Funded,N/A,0,0
LN104729,11-03-2023,60,Male,Central,45100,10,OWN,High School,Business,348,1,15200,Rejected,0,,12,Not Funded,N/A,0,0
LN104730,13-11-2023,52,Female,South,36800,5,MORTGAGE,High School,Debt Consolidation,375,0,5700,Approved,5340,17.13,48,Fully Paid,Good Loan,5340,457.37
LN104731,09-12-2024,55,Female,West,28800,16,RENT,PhD,Business,827,0,31000,Approved,26590,6.44,48,Fully Paid,Good Loan,26590,856.2
LN104732,06-12-2022,30,Female,Central,84200,21,RENT,High School,Home Improvement,305,0,11200,Approved,10330,21.44,12,Charged Off,Bad Loan,1409.79,151.13
LN104733,13-12-2022,54,Male,Central,61600,0,RENT,Bachelor's,Education,333,1,28300,Rejected,0,,60,Not Funded,N/A,0,0
LN104734,08-10-2023,56,Female,South,41700,2,MORTGAGE,Master's,Business,358,0,36700,Rejected,0,,36,Not Funded,N/A,0,0
LN104735,11-10-2023,26,Male,East,76900,15,RENT,Bachelor's,Personal,366,0,24000,Rejected,0,,48,Not Funded,N/A,0,0
LN104736,02-09-2022,63,Female,South,68800,34,RENT,Bachelor's,Home Improvement,554,0,34600,Rejected,0,,12,Not Funded,N/A,0,0
LN104737,19-04-2022,36,Male,South,80100,13,MORTGAGE,Bachelor's,Education,702,0,9800,Approved,9630,9.73,12,Fully Paid,Good Loan,9630,468.5
LN104738,17-06-2023,39,Male,East,113400,6,RENT,High School,Business,456,0,36500,Approved,35890,14.54,12,Charged Off,Bad Loan,10903.27,792.67
LN104739,23-10-2022,54,Male,North,59700,25,RENT,PhD,Education,331,0,9800,Rejected,0,,12,Not Funded,N/A,0,0
LN104740,22-04-2022,45,Female,West,129300,30,RENT,High School,Debt Consolidation,309,0,9800,Rejected,0,,12,Not Funded,N/A,0,0
LN104741,09-12-2022,51,Female,East,103000,23,RENT,Master's,Debt Consolidation,674,0,35300,Approved,30530,10.94,12,Fully Paid,Good Loan,30530,1669.99
LN104742,11-04-2022,61,Male,Central,77100,18,RENT,High School,Business,648,0,22600,Approved,21490,13.43,48,Charged Off,Bad Loan,2796.07,187.76
LN104743,21-09-2023,37,Male,West,25300,0,RENT,High School,Car,831,0,32200,Approved,28960,4.17,36,Current,Good Loan,7732.21,161.22
LN104744,28-01-2022,50,Female,South,56900,24,MORTGAGE,High School,Medical,455,0,32300,Rejected,0,,12,Not Funded,N/A,0,0
LN104745,25-07-2024,59,Male,East,60500,9,MORTGAGE,High School,Business,326,0,26200,Rejected,0,,12,Not Funded,N/A,0,0
LN104746,27-02-2022,51,Female,West,59700,17,MORTGAGE,Bachelor's,Debt Consolidation,452,0,8400,Rejected,0,,12,Not Funded,N/A,0,0
LN104747,24-10-2022,39,Female,North,51600,0,MORTGAGE,Bachelor's,Medical,584,0,28000,Rejected,0,,12,Not Funded,N/A,0,0
LN104748,14-05-2022,55,Male,North,72500,28,MORTGAGE,Master's,Personal,549,0,3500,Approved,3480,12.25,12,Current,Good Loan,2922.87,179.03
LN104749,06-09-2022,49,Male,Central,76900,12,RENT,High School,Debt Consolidation,728,0,8800,Approved,8450,9.45,24,Fully Paid,Good Loan,8450,399.26
LN104750,17-10-2024,21,Male,North,25500,3,RENT,Bachelor's,Medical,585,0,26100,Approved,22370,10.45,24,Current,Good Loan,14437.23,754.35
LN104751,04-07-2023,24,Male,Central,99700,11,RENT,High School,Debt Consolidation,805,1,36400,Approved,32620,5.52,12,Fully Paid,Good Loan,32620,900.31
LN104752,20-06-2024,48,Male,Central,27900,18,OWN,Bachelor's,Personal,593,0,31100,Rejected,0,,12,Not Funded,N/A,0,0
LN104753,13-04-2024,38,Female,South,45100,25,MORTGAGE,Bachelor's,Education,743,0,14000,Approved,12380,7.32,60,Fully Paid,Good Loan,12380,453.11
LN104754,10-02-2024,46,Male,West,36300,15,RENT,Bachelor's,Debt Consolidation,587,0,33100,Approved,29560,13.13,60,Charged Off,Bad Loan,4091.15,268.58
LN104755,26-05-2022,60,Male,South,39200,24,RENT,Bachelor's,Debt Consolidation,605,0,38700,Rejected,0,,36,Not Funded,N/A,0,0
LN104756,11-06-2024,39,Female,Central,88300,9,MORTGAGE,Master's,Education,370,0,13900,Rejected,0,,24,Not Funded,N/A,0,0
LN104757,10-12-2022,26,Female,West,57200,27,RENT,Bachelor's,Education,462,0,8300,Rejected,0,,48,Not Funded,N/A,0,0
LN104758,24-11-2024,21,Female,North,73700,27,MORTGAGE,Bachelor's,Education,780,0,8700,Approved,8160,6.91,36,Fully Paid,Good Loan,8160,281.93
LN104759,03-12-2023,28,Male,East,72000,24,OWN,High School,Business,642,0,16600,Approved,16500,9.33,36,Fully Paid,Good Loan,16500,769.72
LN104760,01-01-2022,53,Female,East,22900,24,RENT,Bachelor's,Education,816,0,3000,Approved,2830,4.57,12,Current,Good Loan,1112.48,25.42
LN104761,02-06-2022,63,Female,North,42200,11,RENT,Master's,Car,406,0,20000,Rejected,0,,12,Not Funded,N/A,0,0
LN104762,05-03-2023,41,Male,Central,75900,7,RENT,High School,Personal,797,0,29600,Approved,26850,4.87,48,Fully Paid,Good Loan,26850,653.8
LN104763,23-05-2023,44,Male,South,72800,23,RENT,Master's,Home Improvement,300,0,21700,Rejected,0,,60,Not Funded,N/A,0,0
LN104764,06-05-2023,45,Male,East,24600,22,MORTGAGE,Bachelor's,Business,775,0,38800,Approved,35860,7.91,12,Current,Good Loan,20535.06,812.16
LN104765,11-12-2022,63,Female,North,86100,10,RENT,Bachelor's,Debt Consolidation,752,0,19000,Approved,18780,7.84,24,Fully Paid,Good Loan,18780,736.18
LN104766,09-08-2022,39,Male,East,71500,16,RENT,Master's,Home Improvement,364,0,1500,Rejected,0,,48,Not Funded,N/A,0,0
LN104767,24-12-2023,49,Female,West,35100,27,MORTGAGE,PhD,Medical,784,0,19300,Approved,19250,6.4,48,Fully Paid,Good Loan,19250,616
LN104768,14-11-2024,30,Female,East,65100,2,OWN,High School,Home Improvement,721,1,37300,Approved,34740,9.78,12,Fully Paid,Good Loan,34740,1698.79
LN104769,12-06-2023,32,Male,West,48900,1,MORTGAGE,Master's,Home Improvement,835,0,4700,Approved,4150,6.97,48,Current,Good Loan,2607.79,90.88
LN104770,20-04-2024,53,Male,West,67600,28,RENT,Bachelor's,Car,450,0,9700,Rejected,0,,60,Not Funded,N/A,0,0
LN104771,01-12-2024,27,Male,South,24100,33,RENT,Bachelor's,Debt Consolidation,690,0,28900,Approved,25310,10.05,12,Charged Off,Bad Loan,9801.39,492.52
LN104772,26-04-2023,37,Male,South,46200,13,MORTGAGE,Bachelor's,Car,714,0,12500,Approved,10700,7.88,60,Current,Good Loan,2560.03,100.87
LN104773,18-07-2024,30,Female,North,92200,32,RENT,PhD,Debt Consolidation,306,0,30800,Rejected,0,,60,Not Funded,N/A,0,0
LN104774,21-05-2024,51,Female,North,69000,17,RENT,Bachelor's,Debt Consolidation,815,0,17400,Approved,16140,7.59,24,Fully Paid,Good Loan,16140,612.51
LN104775,11-12-2022,26,Male,North,77400,28,OWN,Master's,Home Improvement,765,0,32000,Approved,30740,4.48,12,Fully Paid,Good Loan,30740,688.58
LN104776,14-02-2022,37,Female,Central,48800,1,RENT,Bachelor's,Car,403,1,22500,Rejected,0,,24,Not Funded,N/A,0,0
LN104777,21-01-2022,57,Male,Central,69800,10,RENT,Bachelor's,Personal,763,0,4200,Approved,4160,8.03,24,Fully Paid,Good Loan,4160,167.02
LN104778,29-12-2024,38,Male,North,50300,30,MORTGAGE,Bachelor's,Education,650,0,16100,Approved,13970,7.93,48,Current,Good Loan,2807.02,111.3
LN104779,22-05-2024,46,Male,South,35700,12,RENT,Bachelor's,Home Improvement,665,2,14000,Rejected,0,,36,Not Funded,N/A,0,0
LN104780,17-02-2022,36,Male,North,48400,25,RENT,Bachelor's,Business,481,0,32600,Rejected,0,,12,Not Funded,N/A,0,0
LN104781,05-07-2023,28,Female,West,104200,33,RENT,Bachelor's,Business,542,0,25400,Approved,22080,11.68,60,Current,Good Loan,9761.69,570.08
LN104782,14-10-2022,44,Female,East,90200,9,MORTGAGE,Bachelor's,Personal,519,1,31300,Rejected,0,,48,Not Funded,N/A,0,0
LN104783,28-09-2024,33,Male,East,34700,11,OWN,Master's,Personal,507,0,15500,Rejected,0,,24,Not Funded,N/A,0,0
LN104784,30-10-2024,49,Male,East,44900,21,MORTGAGE,Bachelor's,Car,481,1,28000,Rejected,0,,24,Not Funded,N/A,0,0
LN104785,26-06-2023,52,Male,West,35700,30,RENT,High School,Business,728,0,3500,Approved,3420,8.98,12,Fully Paid,Good Loan,3420,153.56
LN104786,26-01-2024,44,Male,South,58700,18,RENT,Bachelor's,Home Improvement,334,1,2400,Rejected,0,,48,Not Funded,N/A,0,0
LN104787,01-10-2022,36,Female,North,84900,23,MORTGAGE,Bachelor's,Debt Consolidation,720,0,12200,Approved,11180,7.33,60,Fully Paid,Good Loan,11180,409.75
LN104788,13-08-2024,31,Female,North,135200,24,MORTGAGE,High School,Business,502,2,31200,Rejected,0,,24,Not Funded,N/A,0,0
LN104789,23-08-2023,52,Female,South,28500,34,MORTGAGE,Bachelor's,Home Improvement,461,0,21800,Rejected,0,,48,Not Funded,N/A,0,0
LN104790,16-01-2023,26,Male,Central,79700,7,MORTGAGE,Master's,Debt Consolidation,707,0,16900,Approved,16570,10.33,60,Charged Off,Bad Loan,5484.3,283.26
LN104791,24-04-2023,55,Male,South,54000,4,OWN,Bachelor's,Business,648,1,36000,Rejected,0,,48,Not Funded,N/A,0,0
LN104792,15-01-2022,53,Male,North,45900,21,RENT,Master's,Business,303,0,20400,Rejected,0,,24,Not Funded,N/A,0,0
LN104793,31-05-2023,38,Male,Central,35600,27,RENT,Master's,Education,660,0,24900,Approved,22000,8.42,24,Fully Paid,Good Loan,22000,926.2
LN104794,10-07-2022,57,Male,North,120700,11,OWN,High School,Debt Consolidation,657,0,39400,Approved,37870,10.24,60,Charged Off,Bad Loan,6841.94,350.31
LN104795,13-09-2023,33,Male,North,26000,32,RENT,Master's,Business,335,0,21400,Rejected,0,,48,Not Funded,N/A,0,0
LN104796,03-06-2022,30,Male,Central,43500,15,RENT,Bachelor's,Education,634,0,31600,Approved,28670,10.29,24,Current,Good Loan,10424.39,536.33
LN104797,29-09-2022,57,Female,West,63900,25,MORTGAGE,Master's,Personal,590,1,17100,Rejected,0,,48,Not Funded,N/A,0,0
LN104798,23-05-2022,46,Female,South,66400,11,RENT,High School,Debt Consolidation,584,0,2400,Rejected,0,,12,Not Funded,N/A,0,0
LN104799,28-12-2024,37,Male,West,94900,22,RENT,High School,Education,335,0,33500,Rejected,0,,60,Not Funded,N/A,0,0
LN104800,04-09-2022,21,Female,West,36400,25,OWN,High School,Debt Consolidation,623,0,37800,Approved,34760,12.09,36,Fully Paid,Good Loan,34760,2101.24
LN104801,27-02-2024,45,Male,North,71800,12,RENT,High School,Debt Consolidation,762,0,17900,Approved,15590,7.72,60,Current,Good Loan,10775.94,415.95
LN104802,20-03-2022,54,Male,West,52700,22,RENT,Bachelor's,Debt Consolidation,694,0,20600,Approved,19380,10.05,24,Fully Paid,Good Loan,19380,973.84
LN104803,15-09-2023,59,Female,East,55200,30,RENT,High School,Home Improvement,348,0,17500,Rejected,0,,48,Not Funded,N/A,0,0
LN104804,09-06-2023,30,Male,Central,44100,26,MORTGAGE,Bachelor's,Car,762,0,39900,Approved,37470,5.55,60,Current,Good Loan,25642.08,711.57
LN104805,11-02-2024,40,Female,Central,58300,22,RENT,Bachelor's,Car,612,0,36200,Approved,35910,13.29,36,Fully Paid,Good Loan,35910,2386.22
LN104806,26-07-2024,27,Male,South,50800,2,MORTGAGE,High School,Home Improvement,654,0,2600,Approved,2570,12.06,12,Current,Good Loan,1432.29,86.37
LN104807,09-09-2023,36,Female,East,46200,29,RENT,Bachelor's,Home Improvement,642,0,31400,Approved,27630,11.42,24,Charged Off,Bad Loan,1161.42,66.32
LN104808,28-10-2024,57,Male,North,42800,31,RENT,High School,Debt Consolidation,354,0,24400,Rejected,0,,48,Not Funded,N/A,0,0
LN104809,08-03-2022,49,Female,North,64100,14,MORTGAGE,High School,Home Improvement,611,0,2000,Rejected,0,,12,Not Funded,N/A,0,0
LN104810,10-07-2022,32,Female,South,29800,10,RENT,Bachelor's,Debt Consolidation,559,0,18300,Rejected,0,,24,Not Funded,N/A,0,0
LN104811,07-02-2024,37,Female,West,49700,1,RENT,High School,Debt Consolidation,387,2,6800,Rejected,0,,60,Not Funded,N/A,0,0
LN104812,05-06-2023,40,Female,East,38400,25,MORTGAGE,Bachelor's,Debt Consolidation,619,0,35000,Approved,31240,11.75,60,Charged Off,Bad Loan,7343.42,431.43
LN104813,16-09-2024,46,Male,South,51300,33,RENT,High School,Medical,689,0,1500,Rejected,0,,36,Not Funded,N/A,0,0
LN104814,24-09-2022,39,Male,West,51600,0,OWN,Master's,Debt Consolidation,569,0,35100,Approved,34260,12.81,12,Current,Good Loan,10513.79,673.41
LN104815,30-04-2023,32,Female,West,80000,10,RENT,Master's,Education,759,0,37700,Approved,37580,7.02,60,Fully Paid,Good Loan,37580,1319.06
LN104816,11-01-2023,41,Male,West,72900,4,MORTGAGE,High School,Debt Consolidation,660,0,3800,Approved,3660,10.11,36,Charged Off,Bad Loan,1324.72,66.96
LN104817,15-10-2023,62,Female,North,61800,25,MORTGAGE,Bachelor's,Car,425,0,29100,Rejected,0,,48,Not Funded,N/A,0,0
LN104818,03-07-2023,54,Male,West,58600,5,RENT,High School,Debt Consolidation,484,0,22400,Rejected,0,,48,Not Funded,N/A,0,0
LN104819,14-03-2022,27,Male,Central,49700,34,RENT,High School,Debt Consolidation,664,0,38200,Approved,35500,8.62,12,Fully Paid,Good Loan,35500,1530.05
LN104820,04-11-2022,55,Male,North,49300,4,RENT,Bachelor's,Business,841,0,32100,Approved,30760,5.38,48,Fully Paid,Good Loan,30760,827.44
LN104821,18-07-2022,35,Female,South,24700,8,OWN,Master's,Personal,307,0,28100,Rejected,0,,60,Not Funded,N/A,0,0
LN104822,26-07-2023,21,Female,Central,75400,27,MORTGAGE,High School,Car,713,0,37100,Approved,31880,10.03,48,Current,Good Loan,13891.63,696.67
LN104823,01-03-2024,46,Male,East,61100,18,MORTGAGE,Bachelor's,Business,431,0,7300,Rejected,0,,60,Not Funded,N/A,0,0
LN104824,28-06-2022,55,Male,East,93000,4,RENT,Master's,Debt Consolidation,655,0,15700,Approved,14130,10.19,36,Fully Paid,Good Loan,14130,719.92
LN104825,16-07-2022,45,Male,North,42200,22,RENT,Bachelor's,Debt Consolidation,622,0,33900,Rejected,0,,60,Not Funded,N/A,0,0
LN104826,05-01-2024,62,Male,East,95500,15,MORTGAGE,Master's,Car,401,0,5000,Rejected,0,,60,Not Funded,N/A,0,0
LN104827,30-03-2022,35,Female,South,49700,6,OWN,Master's,Medical,765,0,37500,Approved,35120,8.18,12,Fully Paid,Good Loan,35120,1436.41
LN104828,09-03-2024,42,Male,North,41900,13,RENT,Bachelor's,Business,728,0,30100,Approved,29220,7.78,48,Current,Good Loan,25840.53,1005.2
LN104829,27-02-2024,26,Male,South,108600,21,MORTGAGE,Bachelor's,Home Improvement,374,0,18100,Rejected,0,,60,Not Funded,N/A,0,0
LN104830,18-01-2024,35,Male,North,63800,8,RENT,Bachelor's,Medical,399,0,14200,Approved,12680,16.27,12,Current,Good Loan,4939.8,401.85
LN104831,28-07-2022,44,Male,West,114900,22,MORTGAGE,Master's,Business,535,0,6800,Approved,6020,13.79,12,Current,Good Loan,4944.92,340.95
LN104832,08-05-2023,41,Female,Central,58500,3,RENT,Bachelor's,Home Improvement,568,0,4700,Approved,4090,11.71,12,Current,Good Loan,1101.36,64.48
LN104833,27-10-2023,27,Male,South,77900,25,MORTGAGE,High School,Debt Consolidation,553,1,17500,Rejected,0,,24,Not Funded,N/A,0,0
LN104834,02-11-2024,49,Male,East,86100,5,OWN,Master's,Debt Consolidation,628,0,33900,Rejected,0,,12,Not Funded,N/A,0,0
LN104835,20-05-2024,52,Female,South,47700,30,MORTGAGE,PhD,Business,598,0,21700,Approved,19330,13.29,12,Charged Off,Bad Loan,3024.5,200.98
LN104836,02-01-2024,52,Male,North,63300,16,OWN,Bachelor's,Car,669,0,18600,Approved,16590,8.27,60,Fully Paid,Good Loan,16590,686
LN104837,29-11-2023,25,Female,Central,58100,8,RENT,Bachelor's,Medical,558,1,13400,Approved,12160,12.78,12,Current,Good Loan,4413.27,282.01
